,0,1,2,3,4,5,6,7,8,9
103,35.1,19.4,193.0,4200.0,False,True,False,False,False,True
104,50.4,15.7,222.0,5750.0,False,True,False,True,False,False
105,35.7,17.0,189.0,3350.0,True,False,False,False,False,True
106,50.2,18.8,202.0,3800.0,False,True,False,False,True,False
107,55.9,17.0,228.0,5600.0,False,True,False,True,False,False
108,38.1,16.5,198.0,3825.0,True,False,False,True,False,False
109,37.8,18.1,193.0,3750.0,False,True,False,False,True,False
110,45.2,17.8,198.0,3950.0,True,False,False,False,True,False
111,46.5,17.9,192.0,3500.0,True,False,False,False,True,False
112,38.7,19.0,195.0,3450.0,True,False,False,False,False,True
113,42.8,18.5,195.0,4250.0,False,True,False,False,False,True
114,43.2,19.0,197.0,4775.0,False,True,False,True,False,False
115,46.1,15.1,215.0,5100.0,False,True,False,True,False,False
116,46.5,13.5,210.0,4550.0,True,False,False,True,False,False
117,39.7,17.9,193.0,4250.0,False,True,False,False,True,False
118,36.7,19.3,193.0,3450.0,True,False,False,False,False,True
119,38.1,18.6,190.0,3700.0,True,False,False,False,True,False
120,49.0,16.1,216.0,5550.0,False,True,False,True,False,False
121,41.3,21.1,195.0,4400.0,False,True,False,True,False,False
122,41.1,19.1,188.0,4100.0,False,True,False,True,False,False
123,45.1,14.4,210.0,4400.0,True,False,False,True,False,False
124,51.3,19.2,193.0,3650.0,False,True,False,False,True,False
125,43.8,13.9,208.0,4300.0,True,False,False,True,False,False
126,49.6,15.0,216.0,4750.0,False,True,False,True,False,False
127,45.7,17.0,195.0,3650.0,True,False,False,False,True,False
128,48.5,15.0,219.0,4850.0,True,False,False,True,False,False
129,36.5,18.0,182.0,3150.0,True,False,False,False,True,False
130,39.7,17.7,193.0,3200.0,True,False,False,True,False,False
131,38.6,21.2,191.0,3800.0,False,True,False,False,False,True
132,38.2,20.0,190.0,3900.0,False,True,False,True,False,False
133,49.6,16.0,225.0,5700.0,False,True,False,True,False,False
134,0.0,0.0,0.0,0.0,False,False,True,False,False,True
135,50.0,16.3,230.0,5700.0,False,True,False,True,False,False
136,40.6,19.0,199.0,4000.0,False,True,False,False,False,True
137,38.8,17.2,180.0,3800.0,False,True,False,True,False,False
138,39.5,16.7,178.0,3250.0,True,False,False,False,True,False
139,37.2,19.4,184.0,3900.0,False,True,False,False,False,True
140,47.6,18.3,195.0,3850.0,True,False,False,False,True,False
141,42.5,16.7,187.0,3350.0,True,False,False,False,True,False
142,48.4,14.4,203.0,4625.0,True,False,False,True,False,False
143,49.5,16.2,229.0,5800.0,False,True,False,True,False,False
144,49.2,15.2,221.0,6300.0,False,True,False,True,False,False
145,46.0,21.5,194.0,4200.0,False,True,False,False,False,True
146,46.5,14.8,217.0,5200.0,True,False,False,True,False,False
147,48.6,16.0,230.0,5800.0,False,True,False,True,False,False
148,40.9,16.6,187.0,3200.0,True,False,False,False,True,False
149,50.8,17.3,228.0,5600.0,False,True,False,True,False,False
150,34.6,17.2,189.0,3200.0,True,False,False,False,False,True
151,40.1,18.9,188.0,4300.0,False,True,False,True,False,False
152,40.3,18.0,195.0,3250.0,True,False,False,False,False,True
153,37.8,17.3,180.0,3700.0,False,False,True,False,False,True
154,37.9,18.6,193.0,2925.0,True,False,False,True,False,False
155,47.2,13.7,214.0,4925.0,True,False,False,True,False,False
156,36.3,19.5,190.0,3800.0,False,True,False,False,True,False
157,37.8,17.1,186.0,3300.0,False,False,True,False,False,True
158,38.8,20.0,190.0,3950.0,False,True,False,False,True,False
159,53.4,15.8,219.0,5500.0,False,True,False,True,False,False
160,36.5,16.6,181.0,2850.0,True,False,False,True,False,False
161,40.8,18.4,195.0,3900.0,False,True,False,False,True,False
162,34.6,21.1,198.0,4400.0,False,True,False,False,False,True
163,45.4,18.7,188.0,3525.0,True,False,False,False,True,False
164,39.6,17.7,186.0,3500.0,True,False,False,True,False,False
165,49.3,19.9,203.0,4050.0,False,True,False,False,True,False
166,46.6,14.2,210.0,4850.0,True,False,False,True,False,False
167,45.2,15.8,215.0,5300.0,False,True,False,True,False,False
168,47.3,13.8,216.0,4725.0,False,False,True,True,False,False
169,54.3,15.7,231.0,5650.0,False,True,False,True,False,False
170,48.8,16.2,222.0,6000.0,False,True,False,True,False,False
171,41.4,18.5,202.0,3875.0,False,True,False,False,False,True
172,48.7,14.1,210.0,4450.0,True,False,False,True,False,False
173,50.5,15.9,222.0,5550.0,False,True,False,True,False,False
174,37.6,17.0,185.0,3600.0,True,False,False,True,False,False
175,44.0,13.6,208.0,4350.0,True,False,False,True,False,False
176,50.4,15.3,224.0,5550.0,False,True,False,True,False,False
177,38.5,17.9,190.0,3325.0,True,False,False,False,False,True
178,47.5,16.8,199.0,3900.0,True,False,False,False,True,False
179,38.2,18.1,185.0,3950.0,False,True,False,True,False,False
180,48.4,16.3,220.0,5400.0,False,True,False,True,False,False
181,49.7,18.6,195.0,3600.0,False,True,False,False,True,False
182,44.1,19.7,196.0,4400.0,False,True,False,False,True,False
183,39.6,20.7,191.0,3900.0,True,False,False,True,False,False
184,37.0,16.5,185.0,3400.0,True,False,False,False,True,False
185,39.1,18.7,181.0,3750.0,False,True,False,False,False,True
186,46.5,14.4,217.0,4900.0,True,False,False,True,False,False
187,49.8,17.3,198.0,3675.0,True,False,False,False,True,False
188,50.7,15.0,223.0,5550.0,False,True,False,True,False,False
189,33.1,16.1,178.0,2900.0,True,False,False,False,True,False
190,50.5,18.4,200.0,3400.0,True,False,False,False,True,False
191,42.6,13.7,213.0,4950.0,True,False,False,True,False,False
192,36.2,17.3,187.0,3300.0,True,False,False,False,True,False
193,49.4,15.8,216.0,4925.0,False,True,False,True,False,False
194,40.8,18.9,208.0,4300.0,False,True,False,False,True,False
195,49.1,14.5,212.0,4625.0,True,False,False,True,False,False
196,58.0,17.8,181.0,3700.0,True,False,False,False,True,False
197,41.8,19.4,198.0,4450.0,False,True,False,False,False,True
198,36.0,17.9,190.0,3450.0,True,False,False,False,True,False
199,52.2,18.8,197.0,3450.0,False,True,False,False,True,False
200,46.7,15.3,219.0,5200.0,False,True,False,True,False,False
201,36.0,17.8,195.0,3450.0,True,False,False,False,True,False
202,40.7,17.0,190.0,3725.0,False,True,False,False,True,False
203,46.4,17.8,191.0,3700.0,True,False,False,False,True,False
204,43.1,19.2,197.0,3500.0,False,True,False,False,False,True
205,43.4,14.4,218.0,4600.0,True,False,False,True,False,False
206,45.2,14.8,212.0,5200.0,True,False,False,True,False,False
207,45.3,13.7,210.0,4300.0,True,False,False,True,False,False
208,51.4,19.0,201.0,3950.0,False,True,False,False,True,False
209,37.3,17.8,191.0,3350.0,True,False,False,False,True,False
210,37.7,19.8,198.0,3500.0,False,True,False,False,False,True
211,46.4,15.0,216.0,4700.0,True,False,False,True,False,False
212,50.8,15.7,226.0,5200.0,False,True,False,True,False,False
213,41.1,18.1,205.0,4300.0,False,True,False,False,True,False
214,36.7,18.8,187.0,3800.0,True,False,False,False,False,True
215,50.5,15.9,225.0,5400.0,False,True,False,True,False,False
216,41.1,18.6,189.0,3325.0,False,True,False,False,False,True
217,40.6,18.8,193.0,3800.0,False,True,False,True,False,False
218,44.4,17.3,219.0,5250.0,False,True,False,True,False,False
219,44.9,13.8,212.0,4750.0,True,False,False,True,False,False
220,36.0,18.5,186.0,3100.0,True,False,False,False,True,False
221,39.7,18.9,184.0,3550.0,False,True,False,True,False,False
222,50.1,15.0,225.0,5000.0,False,True,False,True,False,False
223,47.4,14.6,212.0,4725.0,True,False,False,True,False,False
224,37.6,19.3,181.0,3300.0,True,False,False,False,True,False
225,42.0,19.5,200.0,4050.0,False,True,False,True,False,False
226,47.5,14.2,209.0,4600.0,True,False,False,True,False,False
227,39.0,17.1,191.0,3050.0,True,False,False,False,False,True
228,47.7,15.0,216.0,4750.0,True,False,False,True,False,False
229,37.9,18.6,172.0,3150.0,True,False,False,True,False,False
230,54.2,20.8,201.0,4300.0,False,True,False,False,True,False
231,51.7,20.3,194.0,3775.0,False,True,False,False,True,False
232,41.5,18.5,201.0,4000.0,False,True,False,False,True,False
233,42.9,13.1,215.0,5000.0,True,False,False,True,False,False
234,48.1,16.4,199.0,3325.0,True,False,False,False,True,False
235,37.2,18.1,178.0,3900.0,False,True,False,False,True,False
236,39.5,17.8,188.0,3300.0,True,False,False,False,True,False
237,41.5,18.3,195.0,4300.0,False,True,False,False,False,True
238,51.0,18.8,203.0,4100.0,False,True,False,False,True,False
239,51.1,16.5,225.0,5250.0,False,True,False,True,False,False
240,43.5,14.2,220.0,4700.0,True,False,False,True,False,False
241,52.2,17.1,228.0,5400.0,False,True,False,True,False,False
242,36.6,18.4,184.0,3475.0,True,False,False,False,True,False
243,49.8,16.8,230.0,5700.0,False,True,False,True,False,False
244,46.9,14.6,222.0,4875.0,True,False,False,True,False,False
245,52.0,19.0,197.0,4150.0,False,True,False,False,True,False
246,43.2,18.5,192.0,4100.0,False,True,False,False,True,False
247,50.8,18.5,201.0,4450.0,False,True,False,False,True,False
248,46.3,15.8,215.0,5050.0,False,True,False,True,False,False
249,42.7,18.3,196.0,4075.0,False,True,False,True,False,False
250,43.6,13.9,217.0,4900.0,True,False,False,True,False,False
251,39.6,17.2,196.0,3550.0,True,False,False,False,False,True
252,35.3,18.9,187.0,3800.0,True,False,False,True,False,False
253,52.0,18.1,201.0,4050.0,False,True,False,False,True,False
254,48.1,15.1,209.0,5500.0,False,True,False,True,False,False
255,43.2,16.6,187.0,2900.0,True,False,False,False,True,False
256,49.8,15.9,229.0,5950.0,False,True,False,True,False,False
257,39.8,19.1,184.0,4650.0,False,True,False,False,True,False
258,46.2,17.5,187.0,3650.0,True,False,False,False,True,False
259,44.5,14.7,214.0,4850.0,True,False,False,True,False,False
260,38.3,19.2,189.0,3950.0,False,True,False,False,True,False
261,33.5,19.0,190.0,3600.0,True,False,False,False,False,True
262,36.9,18.6,189.0,3500.0,True,False,False,False,True,False
263,48.2,15.6,221.0,5100.0,False,True,False,True,False,False
264,46.5,14.5,213.0,4400.0,True,False,False,True,False,False
265,45.5,15.0,220.0,5000.0,False,True,False,True,False,False
266,45.6,19.4,194.0,3525.0,True,False,False,False,True,False
267,42.0,20.2,190.0,4250.0,False,False,True,False,False,True
268,45.5,17.0,196.0,3500.0,True,False,False,False,True,False
269,42.8,14.2,209.0,4700.0,True,False,False,True,False,False
270,49.1,15.0,228.0,5500.0,False,True,False,True,False,False
271,49.0,19.5,210.0,3950.0,False,True,False,False,True,False
272,37.3,20.5,199.0,3775.0,False,True,False,False,False,True
273,37.5,18.9,179.0,2975.0,False,False,True,False,True,False
274,42.4,17.3,181.0,3600.0,True,False,False,False,True,False
