2023-05-08 17:09:17,896 — __main__ — INFO — DataMaker is ready
r was created
2023-05-08 17:09:18,138 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=0, timestamp=1683554041930, timestamp_type=0, key=None, value={'count_lines': 0}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=18, serialized_header_size=-1)
2023-05-08 17:09:18,140 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=23, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 23}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,140 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=24, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 24}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,140 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=25, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 25}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=26, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 26}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=27, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 27}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=28, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 28}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=29, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 29}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=30, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 30}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=31, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 31}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=32, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 32}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=33, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 33}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=34, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 34}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=35, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 35}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=36, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 36}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=37, timestamp=1683554041933, timestamp_type=0, key=None, value={'count_lines': 37}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=38, timestamp=1683554041934, timestamp_type=0, key=None, value={'count_lines': 38}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=39, timestamp=1683554041934, timestamp_type=0, key=None, value={'count_lines': 39}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,141 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=40, timestamp=1683554041934, timestamp_type=0, key=None, value={'count_lines': 40}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=41, timestamp=1683554041934, timestamp_type=0, key=None, value={'count_lines': 41}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=42, timestamp=1683554041934, timestamp_type=0, key=None, value={'count_lines': 42}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=43, timestamp=1683554041934, timestamp_type=0, key=None, value={'count_lines': 43}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=44, timestamp=1683554041934, timestamp_type=0, key=None, value={'count_lines': 44}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=45, timestamp=1683554041934, timestamp_type=0, key=None, value={'count_lines': 45}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=46, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 46}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=47, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 47}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=48, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 48}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=49, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 49}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=50, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 50}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=51, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 51}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=52, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 52}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=53, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 53}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,142 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=54, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 54}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=55, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 55}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=56, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 56}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=57, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 57}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=58, timestamp=1683554041935, timestamp_type=0, key=None, value={'count_lines': 58}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=59, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 59}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=60, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 60}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=61, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 61}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=62, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 62}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=63, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 63}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=64, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 64}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=65, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 65}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=66, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 66}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,143 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=67, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 67}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=68, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 68}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=69, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 69}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=70, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 70}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=71, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 71}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=72, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 72}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=73, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 73}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=74, timestamp=1683554041936, timestamp_type=0, key=None, value={'count_lines': 74}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=75, timestamp=1683554041937, timestamp_type=0, key=None, value={'count_lines': 75}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=76, timestamp=1683554041937, timestamp_type=0, key=None, value={'count_lines': 76}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=77, timestamp=1683554041937, timestamp_type=0, key=None, value={'count_lines': 77}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=78, timestamp=1683554041937, timestamp_type=0, key=None, value={'count_lines': 78}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=79, timestamp=1683554041937, timestamp_type=0, key=None, value={'count_lines': 79}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=80, timestamp=1683554041937, timestamp_type=0, key=None, value={'count_lines': 80}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,144 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=81, timestamp=1683554041938, timestamp_type=0, key=None, value={'count_lines': 81}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=19, serialized_header_size=-1)
2023-05-08 17:09:18,145 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=82, timestamp=1683554731060, timestamp_type=0, key=None, value={'count_lines': 1000}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=21, serialized_header_size=-1)
2023-05-08 17:09:18,145 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=83, timestamp=1683554888529, timestamp_type=0, key=None, value={'count_lines': 1000}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=21, serialized_header_size=-1)
2023-05-08 17:09:18,145 — kafka_consumer — INFO — Kafka get message = ConsumerRecord(topic='data', partition=0, offset=84, timestamp=1683554957896, timestamp_type=0, key=None, value={'count_lines': 1000}, headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=21, serialized_header_size=-1)
